Country name,Region,Score 2016,Score 2017,Score 2018,Score 2019,Score 2020,Healthy life expectancy 2016,Healthy life expectancy 2017,Healthy life expectancy 2018,Healthy life expectancy 2019,Healthy life expectancy 2020,Freedom to make life choices 2016,Freedom to make life choices 2017,Freedom to make life choices 2018,Freedom to make life choices 2019,Freedom to make life choices 2020,Generosity 2016,Generosity 2017,Generosity 2018,Generosity 2019,Generosity 2020,Perceptions of corruption 2016,Perceptions of corruption 2017,Perceptions of corruption 2018,Perceptions of corruption 2019,Perceptions of corruption 2020,name,Longitude,Latitude
Tajikistan,Central and Eastern Europe,4.996,5.04099988937378,5.199,5.4670000000000005,5.555699825,0.5311899999999999,0.5292351245880129,0.598,0.718,0.680594802,0.43408,0.47156670689582797,0.292,0.389,0.521141171,0.25998000000000004,0.24899764358997303,0.187,0.23,-0.025088511,0.13509000000000002,0.14637714624404902,0.034,0.14400000000000002,0.5920760629999999,Tajikistan,71.01362631,38.5304539
Montenegro,Central and Eastern Europe,5.1610000000000005,5.23699998855591,5.347,5.523,5.54610014,0.6353300000000001,0.6674646735191351,0.7290000000000001,0.871,0.839028895,0.15111,0.194989055395126,0.259,0.19699999999999998,0.303223848,0.17190999999999998,0.197911024093628,0.111,0.142,-0.075600356,0.12721,0.0881741940975189,0.081,0.08,0.7831215859999999,Montenegro,19.23883939,42.78890259
Russia,Central and Eastern Europe,5.856,5.962999820709231,5.81,5.648,5.546000004,0.58991,0.547349333763123,0.599,0.726,0.68044591,0.32682,0.373783111572266,0.39899999999999997,0.33399999999999996,0.399499595,0.027360000000000002,0.0522638224065304,0.065,0.08199999999999999,-0.151153743,0.03586,0.0329628810286522,0.025,0.031,0.864802599,Russia,96.68656112,61.98052209
Kyrgyzstan,Central and Eastern Europe,5.185,5.0040001869201705,5.131,5.261,5.541500092000001,0.5544899999999999,0.553457796573639,0.594,0.723,0.680645883,0.40212,0.454943388700485,0.54,0.508,0.614617765,0.38432,0.42858037352562,0.281,0.3,0.15477205800000002,0.047619999999999996,0.0394391790032387,0.035,0.023,0.888396084,Kyrgyzstan,74.54165513,41.46221943
Belarus,Central and Eastern Europe,5.8020000000000005,5.5689997673034695,5.483,5.3229999999999995,5.539899826,0.6310399999999999,0.6377142667770389,0.7,0.789,0.75258857,0.29091,0.295400261878967,0.307,0.235,0.29075586800000003,0.13942000000000002,0.15513750910759,0.10099999999999999,0.094,-0.164926544,0.17457,0.156313821673393,0.154,0.142,0.63571167,Belarus,28.03209307,53.53131377
Greece,Western Europe,5.033,5.2270002365112305,5.358,5.287000000000001,5.514999866,0.80029,0.8101989030838009,0.879,0.9990000000000001,0.979431748,0.05822000000000001,0.0957312509417534,0.131,0.067,0.17351634800000001,0.0,0.0,0.0,0.0,-0.30090737300000003,0.04127,0.043289776891470004,0.044000000000000004,0.034,0.8599314090000001,Greece,22.95555794,39.07469623
Croatia,Central and Eastern Europe,5.4879999999999995,5.2930002212524405,5.321000000000001,5.432,5.504700184,0.70524,0.701288521289825,0.737,0.914,0.900575578,0.23906999999999998,0.255772292613983,0.38,0.29600000000000004,0.38145688200000005,0.18434,0.248002976179123,0.12,0.11900000000000001,-0.128538325,0.04002,0.0431031100451946,0.039,0.022000000000000002,0.916495264,Croatia,16.40412899,45.08047631
Libya,Middle East and Northern Africa,5.615,5.525000095367429,5.566,5.525,5.488800049,0.52304,0.520169019699097,0.5529999999999999,0.6729999999999999,0.615626633,0.40671999999999997,0.465733230113983,0.496,0.41600000000000004,0.45135405700000003,0.17087,0.15207366645336198,0.11599999999999999,0.133,-0.085054487,0.10339000000000001,0.0926102101802826,0.14800000000000002,0.152,0.668779135,Libya,18.00866169,27.03094495
Mongolia,Eastern Asia,4.907,4.95499992370605,5.125,5.285,5.4562001229999995,0.55469,0.557783484458923,0.575,0.667,0.6157881620000001,0.35972,0.39414396882057207,0.395,0.317,0.355703115,0.34539000000000003,0.338464230298996,0.253,0.235,0.09809386699999999,0.03285,0.0329022891819477,0.032,0.038,0.863511205,Mongolia,103.0529977,46.82681544
Malaysia,Southeastern Asia,6.005,6.08400011062622,6.322,5.3389999999999995,5.384300232,0.62366,0.618784427642822,0.669,0.828,0.7885118720000001,0.39031,0.40226498246192893,0.35600000000000004,0.508,0.596941531,0.41473999999999994,0.416608929634094,0.311,0.26,0.11472679699999999,0.09081,0.0656007081270218,0.059000000000000004,0.024,0.8393023009999999,Malaysia,109.69762279999999,3.78986846
Vietnam,Southeastern Asia,5.061,5.07399988174438,5.103,5.175,5.353499889,0.66157,0.6521689891815191,0.7020000000000001,0.851,0.819133997,0.5595399999999999,0.571055591106415,0.618,0.5429999999999999,0.650835574,0.25075,0.23496805131435397,0.177,0.147,-0.094533332,0.11556,0.0876332372426987,0.079,0.073,0.79642123,Vietnam,106.29914699999999,16.646016699999997
Indonesia,Southeastern Asia,5.314,5.26200008392334,5.093,5.192,5.285600185,0.49373999999999996,0.49234572052955605,0.522,0.66,0.610437036,0.39237,0.443323463201523,0.5379999999999999,0.491,0.568161428,0.56521,0.611704587936401,0.484,0.498,0.519586504,0.00322,0.0153171354904771,0.018000000000000002,0.027999999999999997,0.876296401,Indonesia,117.24011370000001,-2.21505456
Benin,Sub-Saharan Africa,3.484,3.65700006484985,4.141,4.883,5.21600008,0.21028000000000002,0.20993021130561804,0.24,0.397,0.328062952,0.39747,0.42596277594566295,0.44,0.349,0.40583989,0.2018,0.207948461174965,0.163,0.175,-0.003537213,0.06681000000000001,0.0609290152788162,0.067,0.08199999999999999,0.7405325770000001,Benin,2.32785254,9.6417597
Azerbaijan,Central and Eastern Europe,5.291,5.234000205993651,5.2010000000000005,5.207999999999999,5.164800167,0.54504,0.5407757759094239,0.603,0.769,0.731134057,0.35327,0.39815583825111406,0.43,0.35100000000000003,0.467734724,0.0564,0.0452693402767181,0.031,0.035,-0.24025528100000001,0.17914000000000002,0.180987507104874,0.17600000000000002,0.182,0.55253756,Azerbaijan,47.54599879,40.28827235
Ghana,Sub-Saharan Africa,4.276,4.11999988555908,4.657,4.996,5.1479997630000005,0.29681,0.29563772678375205,0.337,0.486,0.432162255,0.40973000000000004,0.423026293516159,0.499,0.381,0.47729006399999996,0.21203000000000002,0.25692394375801103,0.212,0.245,0.09417085300000001,0.0326,0.0253363698720932,0.028999999999999998,0.04,0.8479647640000001,Ghana,-1.21676566,7.95345644
Nepal,Southern Asia,4.793,4.961999893188481,4.88,4.913,5.137199879,0.50073,0.504130780696869,0.539,0.677,0.66887939,0.37012,0.44030594825744607,0.526,0.439,0.480608255,0.3816,0.39409616589546204,0.302,0.285,0.154168829,0.07007999999999999,0.0729755461215973,0.078,0.08900000000000001,0.7380991579999999,Nepal,83.91582640000001,28.24891365
Turkey,Middle East and Northern Africa,5.388999999999999,5.5,5.483,5.372999999999999,5.131800175,0.64718,0.6376056075096129,0.6859999999999999,0.8079999999999999,0.781335294,0.23889000000000002,0.300740599632263,0.324,0.195,0.25440076,0.04707,0.0466930419206619,0.106,0.083,-0.17104643600000002,0.12347999999999999,0.0996715798974037,0.109,0.106,0.748197377,Turkey,35.16895346,39.0616029
China,Eastern Asia,5.245,5.2729997634887695,5.246,5.191,5.123899937,0.73561,0.741415500640869,0.799,0.893,0.867248535,0.44011999999999996,0.47278770804405196,0.597,0.521,0.6016051170000001,0.049589999999999995,0.0288068410009146,0.028999999999999998,0.057999999999999996,-0.18142575,0.02745,0.0227942746132612,0.10300000000000001,0.1,0.7539710999999999,China,103.8190735,36.56176546
Turkmenistan,Central and Eastern Europe,5.6579999999999995,5.82200002670288,5.636,5.247000000000001,5.119100093999999,0.44006000000000006,0.437726080417633,0.517,0.657,0.6124480370000001,0.37408,0.41827192902565,0.41700000000000004,0.39399999999999996,0.515236676,0.22566999999999998,0.24992498755454998,0.19899999999999998,0.244,0.187671542,0.28467,0.25927034020423895,0.037000000000000005,0.027999999999999997,0.883691847,Turkmenistan,59.37100021,39.11554137
Bulgaria,Central and Eastern Europe,4.217,4.71400022506714,4.933,5.011,5.101500034,0.67806,0.708217680454254,0.7120000000000001,0.815,0.7777768970000001,0.21219000000000002,0.28923171758651695,0.359,0.311,0.417820066,0.12793,0.113177694380283,0.064,0.081,-0.143908441,0.00615,0.0110515309497714,0.009000000000000001,0.004,0.9355851409999999,Bulgaria,25.21552909,42.76890318
Morocco,Middle East and Northern Africa,5.151,5.2350001335144,5.254,5.207999999999999,5.094799995,0.5947100000000001,0.59771066904068,0.669,0.782,0.745096922,0.25645999999999997,0.408158332109451,0.46,0.418,0.45005413899999996,0.040530000000000004,0.0322099551558495,0.026000000000000002,0.036000000000000004,-0.240377247,0.08404,0.0877631828188896,0.07400000000000001,0.076,0.8157246109999999,Morocco,-8.45615795,29.83762955
Cameroon,Sub-Saharan Africa,4.513,4.69500017166138,4.975,5.044,5.084899902,0.12697999999999998,0.132892116904259,0.182,0.331,0.270189553,0.42736,0.430388748645782,0.45399999999999996,0.381,0.43924248200000005,0.2268,0.23629845678806302,0.183,0.187,-0.00149645,0.06126,0.0513066314160824,0.043,0.037000000000000005,0.8513365979999999,Cameroon,12.73964156,5.69109849
Venezuela,Latin America and Caribbean,6.084,5.25,4.806,4.707,5.053199768,0.6190399999999999,0.617144227027893,0.657,0.805,0.76702553,0.19847,0.15399712324142498,0.133,0.154,0.271717221,0.0425,0.0650196298956871,0.055999999999999994,0.064,-0.16909050899999997,0.08304,0.0644911229610443,0.052000000000000005,0.047,0.837038398,Venezuela,-66.18184123,7.12422421
Algeria,Middle East and Northern Africa,6.355,5.872000217437741,5.295,5.211,5.005099773,0.6180399999999999,0.6175846457481379,0.687,0.785,0.745418549,0.21006,0.233335807919502,0.077,0.086,0.083943799,0.07044,0.0694366469979286,0.055,0.073,-0.121105164,0.16157,0.14609611034393302,0.135,0.114,0.7354851370000001,Algeria,2.61732301,28.15893849
Senegal,Sub-Saharan Africa,4.218999999999999,4.53499984741211,4.631,4.681,4.980800152,0.40457,0.409362852573395,0.433,0.5710000000000001,0.518391907,0.31056,0.37792226672172496,0.406,0.292,0.352400899,0.19103,0.183468893170357,0.138,0.153,-0.052335154,0.11681,0.11546044796705199,0.08199999999999999,0.07200000000000001,0.808785141,Senegal,-14.4734924,14.36624173
Guinea,Sub-Saharan Africa,3.6069999999999998,3.50699996948242,3.964,4.534,4.949299812,0.18829,0.194129139184952,0.21100000000000002,0.375,0.333655238,0.30953,0.348587512969971,0.39399999999999996,0.332,0.37187805799999996,0.29914,0.264815092086792,0.185,0.207,0.076328471,0.1192,0.110937617719173,0.094,0.086,0.761794448,Guinea,-10.94066612,10.43621593
Niger,Sub-Saharan Africa,3.8560000000000003,4.02799987792969,4.166,4.628,4.909599781,0.26161999999999996,0.26850500702858,0.221,0.366,0.29881635300000003,0.38040999999999997,0.36365869641304,0.39,0.318,0.435311615,0.2097,0.22867384552955602,0.175,0.188,0.013860817,0.17176,0.13857294619083402,0.099,0.102,0.722530186,Niger,9.38545882,17.41912493
Albania,Central and Eastern Europe,4.655,4.64400005340576,4.586,4.718999999999999,4.882699966000001,0.73007,0.731159746646881,0.79,0.8740000000000001,0.8463296290000001,0.31866,0.381498634815216,0.419,0.38299999999999995,0.461945891,0.1684,0.20131294429302202,0.149,0.17800000000000002,-0.042309489000000006,0.05301,0.0398642159998417,0.032,0.027000000000000003,0.896303713,Albania,20.04983396,41.14244989
Cambodia,Southeastern Asia,3.907,4.1680002212524405,4.433,4.7,4.8484001160000005,0.42494,0.429783403873444,0.457,0.637,0.587904334,0.5885199999999999,0.633375823497772,0.696,0.609,0.674940348,0.40339,0.385922968387604,0.256,0.23199999999999998,0.051911179,0.08092,0.0681059509515762,0.065,0.062,0.8227690459999999,Cambodia,104.9069433,12.72004786
Bangladesh,Southern Asia,4.643,4.60799980163574,4.5,4.456,4.832799911,0.52989,0.533241033554077,0.579,0.723,0.694940507,0.39778,0.478356659412384,0.58,0.527,0.604130566,0.19132000000000002,0.17225535213947304,0.153,0.166,-0.033664726,0.12583,0.123717859387398,0.14400000000000002,0.14300000000000002,0.661843538,Bangladesh,90.23812743,23.86731158
Gabon,Sub-Saharan Africa,4.121,4.46500015258789,4.758,4.7989999999999995,4.829299927,0.3494,0.35657858848571794,0.40399999999999997,0.5710000000000001,0.522574842,0.28098,0.31232857704162603,0.35600000000000004,0.295,0.36945989700000004,0.062439999999999996,0.0437853783369064,0.032,0.043,-0.22226162300000002,0.09314,0.0760467872023582,0.052000000000000005,0.055,0.8491509559999999,Gabon,11.7886287,-0.58660025
South Africa,Sub-Saharan Africa,4.459,4.8289999961853,4.724,4.7219999999999995,4.814099789,0.18611,0.18708007037639604,0.33,0.469,0.407034069,0.42483000000000004,0.479246735572815,0.516,0.389,0.43478182,0.13656,0.13936237990856198,0.10300000000000001,0.13,-0.10977732400000001,0.08415,0.0725094974040985,0.055999999999999994,0.055,0.843423843,South Africa,25.08390093,-29.00034095
Iraq,Middle East and Northern Africa,4.575,4.49700021743774,4.456,4.437,4.7848000530000006,0.51076,0.501180469989777,0.536,0.574,0.529350698,0.24856,0.288555532693863,0.304,0.24100000000000002,0.283588052,0.19589,0.19963726401329,0.14800000000000002,0.14800000000000002,-0.06956476,0.13635999999999998,0.10721575468778599,0.095,0.08900000000000001,0.82226181,Iraq,43.74353149,33.03970582
Lebanon,Middle East and Northern Africa,5.129,5.22499990463257,5.358,5.197,4.771500111,0.76171,0.7350810766220089,0.785,0.815,0.7886711359999999,0.26228,0.28851598501205394,0.503,0.21600000000000003,0.18551667,0.23693000000000003,0.26445075869560203,0.214,0.166,-0.06121527,0.030610000000000002,0.037513829767704,0.136,0.027000000000000003,0.90225625,Lebanon,35.88016072,33.92306631
Burkina Faso,Sub-Saharan Africa,3.739,4.03200006484985,4.4239999999999995,4.587,4.768700123,0.21297,0.21584425866603896,0.254,0.38,0.312833875,0.3337,0.32436785101890603,0.312,0.255,0.322398156,0.24353000000000002,0.250864684581757,0.175,0.177,-0.019080516000000002,0.12533,0.12032810598611803,0.128,0.113,0.739795029,Burkina Faso,-1.75456601,12.26953846
Mali,Sub-Saharan Africa,4.073,4.19000005722046,4.447,4.39,4.729300021999999,0.16347,0.16936567425727803,0.152,0.308,0.234981522,0.27544,0.306613743305206,0.36700000000000005,0.327,0.377534449,0.21064000000000002,0.183354198932648,0.139,0.153,-0.044366925999999994,0.13647,0.10497024655342098,0.055999999999999994,0.052000000000000005,0.839328408,Mali,-3.54269065,17.34581581
Nigeria,Sub-Saharan Africa,4.875,5.07399988174438,5.155,5.265,4.724100113,0.05108,0.0569157302379608,0.048,0.245,0.16783593600000002,0.27854,0.394952565431595,0.462,0.426,0.435079455,0.23219,0.23094719648361198,0.201,0.215,0.033745807,0.0305,0.0261215660721064,0.032,0.040999999999999995,0.861874342,Nigeria,8.08943895,9.59411452
Armenia,Central and Eastern Europe,4.36,4.37599992752075,4.321000000000001,4.559,4.676799774,0.64083,0.637524425983429,0.6659999999999999,0.815,0.77585727,0.14037,0.198303267359734,0.26,0.28300000000000003,0.37807580799999996,0.07793,0.0834880918264389,0.077,0.095,-0.13877961,0.036160000000000005,0.0266744215041399,0.027999999999999997,0.064,0.7735447879999999,Armenia,44.92993276,40.28952569
Georgia,Central and Eastern Europe,4.252,4.28599977493286,4.34,4.519,4.672599792,0.64035,0.649546980857849,0.643,0.752,0.6946576240000001,0.32461,0.309410035610199,0.375,0.34600000000000003,0.485494107,0.06786,0.0540088154375553,0.038,0.043,-0.22892037,0.3188,0.25166663527488703,0.215,0.16399999999999998,0.665944695,Georgia,43.50780252,42.16855755
Iran,Middle East and Northern Africa,4.813,4.69199991226196,4.707,4.548,4.672399998,0.64232,0.639333188533783,0.691,0.785,0.749053836,0.22544,0.24932260811328896,0.45899999999999996,0.305,0.301195472,0.38538,0.387242913246155,0.282,0.27,0.11789110300000001,0.0557,0.048761073499918005,0.129,0.125,0.714635968,Iran,54.27407004,32.57503292
Jordan,Middle East and Northern Africa,5.303,5.33599996566772,5.1610000000000005,4.906000000000001,4.6333999630000005,0.60712,0.6045900583267211,0.645,0.815,0.777624726,0.36023,0.418421149253845,0.46799999999999997,0.38299999999999995,0.42485508299999997,0.14262,0.17217046022415197,0.13,0.11,-0.162565202,0.13297,0.11980327218771002,0.134,0.13,0.700344324,Jordan,36.77136104,31.24579091
Kenya,Sub-Saharan Africa,4.356,4.55299997329712,4.41,4.5089999999999995,4.583000183,0.30146999999999996,0.30998834967613204,0.45399999999999996,0.581,0.536312759,0.40576,0.45276376605033897,0.504,0.431,0.519180536,0.41328000000000004,0.444860309362411,0.35200000000000004,0.37200000000000005,0.294681519,0.06686,0.0646413192152977,0.055,0.053,0.831499159,Kenya,37.79593973,0.59988022
Namibia,Sub-Saharan Africa,4.574,4.57399988174438,4.441,4.638999999999999,4.571100235,0.34745,0.33861181139946,0.365,0.47700000000000004,0.40687117,0.48613999999999996,0.520303547382355,0.519,0.401,0.44459897299999995,0.07795,0.0771337449550629,0.051,0.07,-0.18530646,0.10397999999999999,0.0931469723582268,0.064,0.055999999999999994,0.8514497879999999,Namibia,17.20963567,-22.13032568
Ukraine,Central and Eastern Europe,4.324,4.09600019454956,4.103,4.332,4.56069994,0.58628,0.575903952121735,0.609,0.7390000000000001,0.6986743809999999,0.12859,0.12297477573156401,0.163,0.17800000000000002,0.319423705,0.20363,0.270061463117599,0.187,0.187,-0.030933706000000002,0.01829,0.0230294708162546,0.011000000000000001,0.01,0.920636714,Ukraine,31.38326469,48.99656673
Liberia,Sub-Saharan Africa,3.622,3.5329999923706095,3.495,3.975,4.557899952,0.23165,0.229918196797371,0.267,0.44299999999999995,0.392284274,0.25748000000000004,0.33288118243217496,0.419,0.37,0.405943096,0.24063,0.26654988527298,0.20600000000000002,0.233,0.04227322,0.04852,0.0389482490718365,0.03,0.033,0.8563759329999999,Liberia,-9.32207573,6.45278492
Uganda,Sub-Saharan Africa,3.739,4.08099985122681,4.1610000000000005,4.189,4.43200016,0.19625,0.21763260662555703,0.237,0.44299999999999995,0.378311664,0.43653000000000003,0.443185955286026,0.45,0.35600000000000004,0.401682556,0.27102,0.32576605677604703,0.259,0.252,0.099487431,0.06442,0.057069718837738,0.061,0.06,0.8367378120000001,Uganda,32.36907971,1.27469299
Chad,Sub-Saharan Africa,3.763,3.9360001087188703,4.301,4.35,4.422699928,0.038239999999999996,0.0411347150802612,0.053,0.192,0.1087441,0.12807000000000002,0.16234202682972002,0.18899999999999997,0.174,0.22860176899999998,0.18667,0.21611385047435802,0.18100000000000002,0.198,0.017834719,0.04952,0.0535818822681904,0.06,0.078,0.8027608390000001,Chad,18.64492513,15.33333758
Tunisia,Middle East and Northern Africa,5.045,4.80499982833862,4.592,4.461,4.392199993,0.59577,0.613212049007416,0.69,0.815,0.781156719,0.23553000000000002,0.289680689573288,0.271,0.16699999999999998,0.23586055600000003,0.03936,0.0496933571994305,0.04,0.059000000000000004,-0.216413811,0.0817,0.0867231488227844,0.063,0.055,0.867590249,Tunisia,9.55288359,34.11956246
Mauritania,Sub-Saharan Africa,4.2010000000000005,4.29199981689453,4.356,4.49,4.374599934,0.28639000000000003,0.285349279642105,0.292,0.489,0.425184816,0.1268,0.0960980430245399,0.129,0.066,0.185714483,0.22685999999999998,0.201870024204254,0.134,0.106,-0.10600814199999999,0.17955,0.136957004666328,0.09300000000000001,0.08800000000000001,0.746223509,Mauritania,-10.34779815,20.25736706
Sri Lanka,Southern Asia,4.415,4.44000005722046,4.471,4.3660000000000005,4.327000141,0.62007,0.625130832195282,0.672,0.831,0.792036712,0.50817,0.561213254928589,0.585,0.47,0.528632462,0.46978000000000003,0.49086356163024897,0.307,0.244,0.081129618,0.07964,0.0736539661884308,0.05,0.047,0.859001756,Sri Lanka,80.70108238,7.61266509
Myanmar,Southeastern Asia,4.395,4.54500007629395,4.308,4.36,4.308000088,0.3988,0.397522568702698,0.429,0.555,0.49544307600000004,0.42691999999999997,0.514492034912109,0.58,0.525,0.5974788670000001,0.81971,0.8380751609802249,0.598,0.5660000000000001,0.560663998,0.20243,0.188816204667091,0.17800000000000002,0.172,0.645124316,Myanmar,96.48843321,21.18566599
Togo,Sub-Saharan Africa,3.303,3.4949998855590803,3.9989999999999997,4.085,4.187200069,0.24811,0.247105568647385,0.253,0.41,0.34273117799999997,0.34678000000000003,0.38042613863945,0.434,0.293,0.303539038,0.17517,0.19689615070819896,0.158,0.177,0.002667875,0.11587,0.0956650152802467,0.10099999999999999,0.085,0.7577334640000001,Togo,0.96232845,8.52531356
Ethiopia,Sub-Saharan Africa,4.508,4.46000003814697,4.35,4.2860000000000005,4.186200142,0.34578000000000003,0.35340970754623396,0.391,0.532,0.483846247,0.36703,0.408842742443085,0.452,0.344,0.41256687,0.29522,0.31265074014663696,0.22,0.209,0.043377332000000005,0.1717,0.16545571386814098,0.146,0.1,0.7536900040000001,Ethiopia,39.60080098,8.62278679
Madagascar,Sub-Saharan Africa,3.695,3.64400005340576,3.7739999999999996,3.9330000000000003,4.165599823,0.37109000000000003,0.375223308801651,0.402,0.555,0.500617027,0.13684000000000002,0.18919676542282102,0.221,0.14800000000000002,0.192967549,0.2204,0.208732530474663,0.155,0.16899999999999998,-0.011823638999999999,0.07506,0.0672319754958153,0.049,0.040999999999999995,0.8174856309999999,Madagascar,46.70473674,-19.37189587
Egypt,Middle East and Northern Africa,4.362,4.7350001335144,4.419,4.166,4.151400089,0.5211600000000001,0.520187258720398,0.5529999999999999,0.644,0.596911311,0.18847,0.28211015462875394,0.312,0.24100000000000002,0.37368473399999996,0.12705999999999998,0.128631442785263,0.092,0.076,-0.196878314,0.10393,0.114381365478039,0.107,0.067,0.787726879,Egypt,29.86190099,26.49593311
Sierra Leone,Sub-Saharan Africa,4.635,4.70900011062622,4.571000000000001,4.374,3.926399946,0.0,0.005564753897488121,0.0,0.242,0.20395396600000001,0.30685,0.318697690963745,0.355,0.309,0.38202768600000003,0.23897,0.293040901422501,0.23800000000000002,0.252,0.088660747,0.08196,0.0710951760411263,0.053,0.045,0.861330688,Sierra Leone,-11.79271247,8.56329593
Burundi,Sub-Saharan Africa,2.905,2.90499997138977,2.905,3.775,3.775300026,0.15747,0.151610791683197,0.145,0.38,0.295212835,0.0432,0.0599007532000542,0.065,0.22,0.275399059,0.2029,0.20443518459796897,0.149,0.17600000000000002,-0.017551597,0.09419,0.0841479450464249,0.076,0.18,0.606934547,Burundi,29.87512156,-3.35939666
Zambia,Sub-Saharan Africa,4.795,4.513999938964839,4.377,4.107,3.759399891,0.23573000000000002,0.25783589482307395,0.295,0.426,0.36359334,0.42662,0.461603492498398,0.503,0.431,0.49131754,0.17865999999999999,0.249580144882202,0.221,0.247,0.078037128,0.11479,0.0782135501503944,0.08199999999999999,0.087,0.801289678,Zambia,27.77475946,-13.45824152
Haiti,Latin America and Caribbean,4.0280000000000005,3.6029999256133998,3.582,3.597,3.720799923,0.27494,0.277321130037308,0.289,0.449,0.37436673,0.12072000000000001,0.0303698573261499,0.025,0.026000000000000002,0.169297516,0.47958,0.48920378088951094,0.392,0.419,0.40053457,0.14476,0.0998721495270729,0.10400000000000001,0.11,0.6847672459999999,Haiti,-72.68527509,18.93502563
India,Southern Asia,4.404,4.31500005722046,4.19,4.015,3.573299885,0.45091000000000003,0.455427616834641,0.485,0.588,0.54057014,0.40285,0.469987004995346,0.539,0.498,0.5811422470000001,0.25028,0.23153848946094502,0.172,0.2,0.057551607000000005,0.08722,0.0922268852591515,0.09300000000000001,0.085,0.772042692,India,79.61197609999999,22.88578212
Malawi,Sub-Saharan Africa,4.156000000000001,3.97000002861023,3.5869999999999997,3.41,3.538000107,0.29364,0.315089583396912,0.306,0.495,0.446163297,0.4143,0.466914653778076,0.531,0.44299999999999995,0.487389833,0.30968,0.28717046976089505,0.21,0.218,0.021433279,0.07564,0.0727116540074348,0.08,0.08900000000000001,0.731700778,Malawi,34.28935599,-13.21808088
Yemen,Middle East and Northern Africa,3.7239999999999998,3.59299993515015,3.355,3.38,3.5274000169999997,0.31048000000000003,0.310080915689468,0.34299999999999997,0.46299999999999997,0.41500017,0.2287,0.24946372210979503,0.244,0.14300000000000002,0.243721485,0.09821,0.104125209152699,0.083,0.10800000000000001,-0.157735437,0.05892000000000001,0.0567674227058887,0.064,0.077,0.800287724,Yemen,47.58676189,15.90928005
Botswana,Sub-Saharan Africa,3.9739999999999998,3.7660000324249303,3.59,3.488,3.4788999560000002,0.34752,0.34175550937652605,0.41700000000000004,0.5379999999999999,0.494101733,0.44088999999999995,0.505196332931519,0.557,0.455,0.50908941,0.12425,0.0993484482169151,0.042,0.025,-0.250394493,0.10769000000000001,0.0985831990838051,0.092,0.1,0.777930915,Botswana,23.79853368,-22.18403213
Tanzania,Sub-Saharan Africa,3.6660000000000004,3.34899997711182,3.303,3.2310000000000003,3.4762001039999997,0.35700000000000004,0.364509284496307,0.381,0.499,0.442677855,0.3176,0.390017777681351,0.48100000000000004,0.41700000000000004,0.5093430879999999,0.31472,0.354256361722946,0.27,0.276,0.10966868699999999,0.05099,0.0660351067781448,0.09699999999999999,0.147,0.619799435,Tanzania,34.81309981,-6.27565408
Rwanda,Sub-Saharan Africa,3.515,3.47099995613098,3.408,3.3339999999999996,3.312299967,0.31865,0.326424807310104,0.4,0.614,0.572383285,0.5432,0.5818438529968261,0.636,0.555,0.604087889,0.23551999999999998,0.25275602936744695,0.2,0.217,0.055483952,0.50521,0.455220013856888,0.444,0.41100000000000003,0.183541179,Rwanda,29.91988515,-1.99033832
Zimbabwe,Sub-Saharan Africa,4.1930000000000005,3.875,3.6919999999999997,3.6630000000000003,3.2992000580000003,0.1595,0.19676375389099102,0.248,0.433,0.375037611,0.25429,0.336384207010269,0.406,0.361,0.37740472,0.18503,0.189143493771553,0.132,0.151,-0.072063953,0.08582000000000001,0.0953753814101219,0.099,0.08900000000000001,0.81023699,Zimbabwe,29.8514412,-19.00420419
Afghanistan,Southern Asia,3.36,3.7939999103546103,3.6319999999999997,3.2030000000000003,2.566900015,0.17344,0.18074677884578697,0.255,0.361,0.266051531,0.1643,0.106179520487785,0.085,0.0,0.0,0.31268,0.311870932579041,0.191,0.158,-0.0964294,0.07112,0.0611578300595284,0.036000000000000004,0.025,0.9336865540000001,Afghanistan,66.00473366,33.83523073
